PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
USES_gammaimi        0             0             0             0             0             0             0             0         
USFI_gammaimi        0             0             0             0             0             0             0             0         
USFR_gammaimi        0             0             0             0             0             0             0             0         
USGR_gammaimi        0             0             0             0             0             0             0             0         
USIT_gammaimi        0             0             0             0             0             0             0             0         
USNL_gammaimi        0             0             0             0             0             0             0             0         
USPT_gammaimi        0             0             0             0             0             0             0             0         
USDE_gammaimi        0             0             0             0             0             0             0             0         
USRU_gammaimi        0             0             0             0             0             0             0             0         
USRW_gammaimi        0             0             0             0             0             0             0             0         
USRA_gammaimidag     1             1             1             1             1             1             1             1         
USAT_gammaimidag     1             1             1             1             1             1             1             1         
USBE_gammaimidag     1             1             1             1             1             1             1             1         
USES_gammaimidag     1             1             1             1             1             1             1             1         
USFI_gammaimidag     1             1             1             1             1             1             1             1         
USFR_gammaimidag     1             1             1             1             1             1             1             1         
USGR_gammaimidag     1             1             1             1             1             1             1             1         
USIT_gammaimidag     1             1             1             1             1             1             1             1         
USNL_gammaimidag     1             1             1             1             1             1             1             1         
USPT_gammaimidag     1             1             1             1             1             1             1             1         
USDE_gammaimidag     1             1             1             1             1             1             1             1         
USRU_gammaimidag     1             1             1             1             1             1             1             1         
USRW_gammaimidag     1             1             1             1             1             1             1             1         
USRA_gammaimcg       0             0             0             0             0             0             0             0         
USAT_gammaimcg       0             0             0             0             0             0             0             0         
USBE_gammaimcg       0             0             0             0             0             0             0             0         
USES_gammaimcg       0             0             0             0             0             0             0             0         
USFI_gammaimcg       0             0             0             0             0             0             0             0         
USFR_gammaimcg       0             0             0             0             0             0             0             0         
USGR_gammaimcg       0             0             0             0             0             0             0             0         
USIT_gammaimcg       0             0             0             0             0             0             0             0         
USNL_gammaimcg       0             0             0             0             0             0             0             0         
USPT_gammaimcg       0             0             0             0             0             0             0             0         
USDE_gammaimcg       0             0             0             0             0             0             0             0         
USRU_gammaimcg       0             0             0             0             0             0             0             0         
USRW_gammaimcg       0             0             0             0             0             0             0             0         
USRA_gammaimcgdag    1             1             1             1             1             1             1             1         
USAT_gammaimcgdag    1             1             1             1             1             1             1             1         
USBE_gammaimcgdag    1             1             1             1             1             1             1             1         
USES_gammaimcgdag    1             1             1             1             1             1             1             1         
USFI_gammaimcgdag    1             1             1             1             1             1             1             1         
USFR_gammaimcgdag    1             1             1             1             1             1             1             1         
USGR_gammaimcgdag    1             1             1             1             1             1             1             1         
USIT_gammaimcgdag    1             1             1             1             1             1             1             1         
USNL_gammaimcgdag    1             1             1             1             1             1             1             1         
USPT_gammaimcgdag    1             1             1             1             1             1             1             1         
USDE_gammaimcgdag    1             1             1             1             1             1             1             1         
USRU_gammaimcgdag    1             1             1             1             1             1             1             1         
USRW_gammaimcgdag    1             1             1             1             1             1             1             1         
USRA_gammaimig       0             0             0             0             0             0             0             0         
USAT_gammaimig       0             0             0             0             0             0             0             0         
USBE_gammaimig       0             0             0             0             0             0             0             0         
USES_gammaimig       0             0             0             0             0             0             0             0         
USFI_gammaimig       0             0             0             0             0             0             0             0         
USFR_gammaimig       0             0             0             0             0             0             0             0         
USGR_gammaimig       0             0             0             0             0             0             0             0         
USIT_gammaimig       0             0             0             0             0             0             0             0         
USNL_gammaimig       0             0             0             0             0             0             0             0         
USPT_gammaimig       0             0             0             0             0             0             0             0         
USDE_gammaimig       0             0             0             0             0             0             0             0         
USRU_gammaimig       0             0             0             0             0             0             0             0         
USRW_gammaimig       0             0             0             0             0             0             0             0         
USRA_gammaimigdag    1             1             1             1             1             1             1             1         
USAT_gammaimigdag    1             1             1             1             1             1             1             1         
USBE_gammaimigdag    1             1             1             1             1             1             1             1         
USES_gammaimigdag    1             1             1             1             1             1             1             1         
USFI_gammaimigdag    1             1             1             1             1             1             1             1         
USFR_gammaimigdag    1             1             1             1             1             1             1             1         
USGR_gammaimigdag    1             1             1             1             1             1             1             1         
USIT_gammaimigdag    1             1             1             1             1             1             1             1         
USNL_gammaimigdag    1             1             1             1             1             1             1             1         
USPT_gammaimigdag    1             1             1             1             1             1             1             1         
USDE_gammaimigdag    1             1             1             1             1             1             1             1         
USRU_gammaimigdag    1             1             1             1             1             1             1             1         
USRW_gammaimigdag    1             1             1             1             1             1             1             1         
US_gx                0.09061       2.271         3.275         3.275         2.908         3.393         1.61          1.61      
USRA_im              0.00628       0.07913       0.09624       0.09624       0.08358       0.09635       0.01565       0.01565   
USAT_im              0.00628       0.07913       0.0859        0.0859        0.0793        0.08994       0.002261      0.002261  
USBE_im              0.00628       0.07913       0.08452       0.08452       0.0793        0.08817       0.004484      0.004484  
USES_im              0.00628       0.07913       0.09942       0.09943       0.08884       0.1019        0.005131      0.005131  
USFI_im              0.00628       0.07913       0.0898        0.08981       0.08445       0.098         0.001435      0.001435  
USFR_im              0.00628       0.07913       0.09578       0.09579       0.08977       0.1041        0.01414       0.01414   
USGR_im              0.00628       0.07913       0.1141        0.1141        0.1023        0.1203        0.002189      0.002189  
USIT_im              0.00628       0.07913       0.09316       0.09317       0.08312       0.09372       0.01235       0.01235   
USNL_im              0.00628       0.07913       0.1015        0.1015        0.09569       0.1115        0.006303      0.006303  
USPT_im              0.00628       0.07913       0.1047        0.1047        0.09309       0.1071        0.00122       0.00122   
USDE_im              0.00628       0.07913       0.09334       0.09335       0.08527       0.09538       0.02725       0.02725   
USRU_im              0.00628       0.07912       0.09232       0.09233       0.08577       0.09921       0.01145       0.01145   
USRW_im              0.00628       0.05898       0.08493       0.08494       0.07454       0.09121       0.5052        0.5052    
USRA_imc             0.006226      0.05104       0.02766       0.02766       0.02422       0.02781       0.01224       0.01224   
USAT_imc             0.006226      0.05104       0.02469       0.02469       0.02298       0.02596       0.001358      0.001358  
USBE_imc             0.006226      0.05104       0.02429       0.02429       0.02298       0.02545       0.003071      0.003071  
USES_imc             0.006226      0.05104       0.02857       0.02858       0.02575       0.02943       0.003567      0.003567  
USFI_imc             0.006226      0.05104       0.02581       0.02581       0.02447       0.02829       0.0008413     0.0008413 
USFR_imc             0.006226      0.05104       0.02753       0.02753       0.02602       0.03005       0.009405      0.009405  
USGR_imc             0.006226      0.05104       0.03278       0.03278       0.02966       0.03474       0.001898      0.001898  
USIT_imc             0.006226      0.05104       0.02678       0.02678       0.02409       0.02706       0.008397      0.008397  
USNL_imc             0.006226      0.05104       0.02916       0.02916       0.02773       0.0322        0.004193      0.004193  
USPT_imc             0.006226      0.05104       0.03009       0.03009       0.02698       0.0309        0.0009161     0.0009161 
USDE_imc             0.006226      0.05104       0.02683       0.02683       0.02471       0.02754       0.01606       0.01606   
USRU_imc             0.006226      0.05103       0.02653       0.02654       0.02486       0.02864       0.007439      0.007439  
USRW_imc             0.006226      0.03804       0.02441       0.02441       0.0216        0.02633       0.3221        0.3221    
USRA_imcy            0.01907       0.005881      0.003803      0.003803      0.003802      0.003754      0.002316      0.002316  
USAT_imcy            0.01907       0.005881      0.003552      0.003552      0.003684      0.003602      0.000337      0.000337  
USBE_imcy            0.01907       0.005881      0.003518      0.003518      0.003684      0.003559      0.00075       0.00075   
USES_imcy            0.01907       0.005881      0.003878      0.003878      0.003944      0.003883      0.000803      0.000803  
USFI_imcy            0.01907       0.005881      0.003648      0.003648      0.003826      0.003792      0.00019       0.00019   
USFR_imcy            0.01907       0.005881      0.003792      0.003792      0.003968      0.003932      0.002061      0.002061  
USGR_imcy            0.01907       0.005881      0.004211      0.004211      0.004293      0.004289      0.000372      0.000372  
USIT_imcy            0.01907       0.005881      0.00373       0.003729      0.003789      0.003692      0.002052      0.002052  
USNL_imcy            0.01907       0.005881      0.003925      0.003925      0.004123      0.004098      0.000801      0.000801  
USPT_imcy            0.01907       0.005881      0.004         0.004         0.004056      0.003999      0.000202      0.000202  
USDE_imcy            0.01907       0.005881      0.003734      0.003734      0.003848      0.003731      0.003738      0.003738  
USRU_imcy            0.01907       0.00588       0.003709      0.003709      0.003861      0.00382       0.001632      0.001632  
USRW_imcy            0.01907       0.00493       0.003528      0.003528      0.003549      0.003632      0.06287       0.06287   
USRA_imi             4.066e-05     0.02737       0.01592       0.01592       0.01396       0.01602       0.00232       0.00232   
USAT_imi             4.066e-05     0.02737       0.01421       0.01421       0.01324       0.01496       0.0007456     0.0007456 
USBE_imi             4.066e-05     0.02737       0.01398       0.01398       0.01324       0.01466       0.001015      0.001015  
USES_imi             4.066e-05     0.02737       0.01645       0.01645       0.01484       0.01696       0.001133      0.001133  
USFI_imi             4.066e-05     0.02737       0.01486       0.01486       0.0141        0.0163        0.0004561     0.0004561 
USFR_imi             4.066e-05     0.02737       0.01585       0.01585       0.01499       0.01731       0.003582      0.003582  
USGR_imi             4.066e-05     0.02737       0.01887       0.01887       0.01709       0.02001       0.0001327     0.0001327 
USIT_imi             4.066e-05     0.02737       0.01541       0.01541       0.01388       0.01559       0.003225      0.003225  
USNL_imi             4.066e-05     0.02737       0.01679       0.01679       0.01598       0.01855       0.001565      0.001565  
USPT_imi             4.066e-05     0.02737       0.01732       0.01732       0.01555       0.0178        0.0002177     0.0002177 
USDE_imi             4.066e-05     0.02737       0.01544       0.01544       0.01424       0.01586       0.009186      0.009186  
USRU_imi             4.066e-05     0.02737       0.01527       0.01528       0.01432       0.0165        0.003159      0.003159  
USRW_imi             4.066e-05     0.0204        0.01405       0.01405       0.01245       0.01517       0.1412        0.1412    
USRA_imiy            0.0001245     0.003154      0.002189      0.002189      0.002191      0.002163      0.000439      0.000439  
USAT_imiy            0.0001245     0.003154      0.002045      0.002045      0.002123      0.002075      0.000185      0.000185  
USBE_imiy            0.0001245     0.003154      0.002025      0.002025      0.002123      0.00205       0.000248      0.000248  
USES_imiy            0.0001245     0.003154      0.002232      0.002232      0.002273      0.002237      0.000255      0.000255  
USFI_imiy            0.0001245     0.003154      0.0021        0.0021        0.002205      0.002185      0.000103      0.000103  
USFR_imiy            0.0001245     0.003154      0.002183      0.002183      0.002287      0.002265      0.000785      0.000785  
USGR_imiy            0.0001245     0.003154      0.002424      0.002424      0.002474      0.002471      2.6e-05       2.6e-05   
USIT_imiy            0.0001245     0.003154      0.002147      0.002147      0.002184      0.002127      0.000788      0.000788  
USNL_imiy            0.0001245     0.003154      0.00226       0.00226       0.002376      0.002361      0.000299      0.000299  
USPT_imiy            0.0001245     0.003154      0.002302      0.002302      0.002337      0.002304      4.8e-05       4.8e-05   
USDE_imiy            0.0001245     0.003154      0.002149      0.002149      0.002217      0.002149      0.002138      0.002138  
USRU_imiy            0.0001245     0.003153      0.002135      0.002135      0.002225      0.002201      0.000693      0.000693  
USRW_imiy            0.0001245     0.002644      0.002031      0.002031      0.002045      0.002093      0.02755       0.02755   
USRA_imcg            6.28e-06      0.0003593     0.04136       0.04136       0.03566       0.04124       0.0009511     0.0009511 
USAT_imcg            6.28e-06      0.0003593     0.03691       0.03692       0.03383       0.0385        0.0001129     0.0001129 
USBE_imcg            6.28e-06      0.0003593     0.03632       0.03632       0.03383       0.03774       0.0003358     0.0003358 
USES_imcg            6.28e-06      0.0003593     0.04272       0.04273       0.0379        0.04364       0.0003642     0.0003642 
USFI_imcg            6.28e-06      0.0003593     0.03859       0.03859       0.03603       0.04195       0.0001107     0.0001107 
USFR_imcg            6.28e-06      0.0003593     0.04116       0.04116       0.0383        0.04456       0.0009447     0.0009447 
USGR_imcg            6.28e-06      0.0003593     0.04902       0.04902       0.04365       0.05151       0.000148      0.000148  
USIT_imcg            6.28e-06      0.0003593     0.04004       0.04004       0.03546       0.04012       0.0005361     0.0005361 
USNL_imcg            6.28e-06      0.0003593     0.0436        0.0436        0.04082       0.04774       0.0004502     0.0004502 
USPT_imcg            6.28e-06      0.0003593     0.04498       0.04499       0.03971       0.04582       7.256e-05     7.256e-05 
USDE_imcg            6.28e-06      0.0003593     0.04011       0.04011       0.03638       0.04083       0.001461      0.001461  
USRU_imcg            6.28e-06      0.0003592     0.03967       0.03968       0.03659       0.04247       0.0006701     0.0006701 
USRW_imcg            6.28e-06      0.0002678     0.0365        0.0365        0.0318        0.03904       0.03371       0.03371   
USRA_imcgy           1.923e-05     4.139e-05     0.005686      0.005686      0.005596      0.005566      0.00018       0.00018   
USAT_imcgy           1.923e-05     4.139e-05     0.005311      0.005311      0.005423      0.005341      2.8e-05       2.8e-05   
USBE_imcgy           1.923e-05     4.139e-05     0.00526       0.00526       0.005423      0.005277      8.2e-05       8.2e-05   
USES_imcgy           1.923e-05     4.139e-05     0.005798      0.005798      0.005805      0.005758      8.2e-05       8.2e-05   
USFI_imcgy           1.923e-05     4.139e-05     0.005455      0.005455      0.005631      0.005623      2.5e-05       2.5e-05   
USFR_imcgy           1.923e-05     4.139e-05     0.00567       0.00567       0.005842      0.00583       0.000207      0.000207  
USGR_imcgy           1.923e-05     4.139e-05     0.006296      0.006296      0.006319      0.00636       2.9e-05       2.9e-05   
USIT_imcgy           1.923e-05     4.139e-05     0.005576      0.005576      0.005578      0.005474      0.000131      0.000131  
USNL_imcgy           1.923e-05     4.139e-05     0.005869      0.005869      0.00607       0.006077      8.6e-05       8.6e-05   
USPT_imcgy           1.923e-05     4.139e-05     0.00598       0.00598       0.00597       0.005929      1.6e-05       1.6e-05   
USDE_imcgy           1.923e-05     4.139e-05     0.005583      0.005583      0.005664      0.005532      0.00034       0.00034   
USRU_imcgy           1.923e-05     4.139e-05     0.005546      0.005546      0.005684      0.005664      0.000147      0.000147  
USRW_imcgy           1.923e-05     3.47e-05      0.005275      0.005275      0.005225      0.005386      0.006579      0.006579  
USRA_imig            6.28e-06      0.0003593     0.0113        0.0113        0.009742      0.01127       0.0001374     0.0001374 
USAT_imig            6.28e-06      0.0003593     0.01009       0.01009       0.009242      0.01052       4.434e-05     4.434e-05 
USBE_imig            6.28e-06      0.0003593     0.009923      0.009923      0.009243      0.01031       6.142e-05     6.142e-05 
USES_imig            6.28e-06      0.0003593     0.01167       0.01167       0.01036       0.01192       6.663e-05     6.663e-05 
USFI_imig            6.28e-06      0.0003593     0.01054       0.01054       0.009843      0.01146       2.657e-05     2.657e-05 
USFR_imig            6.28e-06      0.0003593     0.01125       0.01125       0.01046       0.01217       0.0002099     0.0002099 
USGR_imig            6.28e-06      0.0003593     0.01339       0.01339       0.01193       0.01407       1.021e-05     1.021e-05 
USIT_imig            6.28e-06      0.0003593     0.01094       0.01094       0.009688      0.01096       0.0001882     0.0001882 
USNL_imig            6.28e-06      0.0003593     0.01191       0.01191       0.01115       0.01304       9.423e-05     9.423e-05 
USPT_imig            6.28e-06      0.0003593     0.01229       0.01229       0.01085       0.01252       1.361e-05     1.361e-05 
USDE_imig            6.28e-06      0.0003593     0.01096       0.01096       0.009939      0.01115       0.0005414     0.0005414 
USRU_imig            6.28e-06      0.0003592     0.01084       0.01084       0.009997      0.0116        0.0001778     0.0001778 
USRW_imig            6.28e-06      0.0002678     0.009972      0.009972      0.008688      0.01067       0.008284      0.008284  
USRA_imigy           1.923e-05     4.139e-05     0.001553      0.001553      0.001529      0.001521      2.6e-05       2.6e-05   
USAT_imigy           1.923e-05     4.139e-05     0.001451      0.001451      0.001481      0.001459      1.1e-05       1.1e-05   
USBE_imigy           1.923e-05     4.139e-05     0.001437      0.001437      0.001482      0.001442      1.5e-05       1.5e-05   
USES_imigy           1.923e-05     4.139e-05     0.001584      0.001584      0.001586      0.001573      1.5e-05       1.5e-05   
USFI_imigy           1.923e-05     4.139e-05     0.00149       0.00149       0.001539      0.001536      6e-06         6e-06     
USFR_imigy           1.923e-05     4.139e-05     0.001549      0.001549      0.001596      0.001593      4.6e-05       4.6e-05   
USGR_imigy           1.923e-05     4.139e-05     0.00172       0.00172       0.001726      0.001738      2e-06         2e-06     
USIT_imigy           1.923e-05     4.139e-05     0.001524      0.001524      0.001524      0.001496      4.6e-05       4.6e-05   
USNL_imigy           1.923e-05     4.139e-05     0.001604      0.001604      0.001658      0.00166       1.8e-05       1.8e-05   
USPT_imigy           1.923e-05     4.139e-05     0.001634      0.001634      0.001631      0.00162       3e-06         3e-06     
USDE_imigy           1.923e-05     4.139e-05     0.001525      0.001525      0.001547      0.001511      0.000126      0.000126  
USRU_imigy           1.923e-05     4.139e-05     0.001515      0.001515      0.001553      0.001548      3.9e-05       3.9e-05   
USRW_imigy           1.923e-05     3.47e-05      0.001441      0.001441      0.001427      0.001471      0.001617      0.001617  
US_piex              1             1             1.005         1.005         1.005         1.005         1.005         1.005     
US_pextilde          1             0.9976        0.9805        0.9805        0.9824        0.9816        0.9734        0.9734    
USRA_rer             1             0.6361        0.7643        0.7643        0.7535        0.7613        0.948         0.948     
USAT_rer             1             0.6361        0.7805        0.7805        0.7608        0.771         1.162         1.162     
USBE_rer             1             0.6361        0.7829        0.7829        0.7608        0.7739        1.119         1.119     
USES_rer             1             0.6361        0.7597        0.7597        0.745         0.7534        1.089         1.089     
USFI_rer             1             0.6361        0.7742        0.7742        0.752         0.7589        1.085         1.085     
USFR_rer             1             0.6361        0.765         0.765         0.7435        0.7505        1.068         1.068     
USGR_rer             1             0.6361        0.7406        0.7406        0.7257        0.7305        0.981         0.981     
USIT_rer             1             0.6361        0.7689        0.7689        0.7542        0.7652        1.162         1.162     
USNL_rer             1             0.6361        0.7569        0.7569        0.7348        0.7409        0.9796        0.9796    
USPT_rer             1             0.6361        0.7525        0.7525        0.7386        0.7466        1.076         1.076     
USDE_rer             1             0.6361        0.7686        0.7686        0.7507        0.7627        1.111         1.111     
USRU_rer             1             0.6361        0.7702        0.7702        0.7498        0.7572        1.066         1.066     
USRW_rer             1             0.6584        0.7562        0.7562        0.7465        0.7417        0.9313        0.9313    
US_sx                1             1             1             1             1             1             1             1         
USRA_tot             1             0.5769        0.7094        0.7094        0.7046        0.7128        0.8804        0.8804    
USAT_tot             1             0.5769        0.7424        0.7424        0.7196        0.7327        1.154         1.154     
USBE_tot             1             0.5769        0.7472        0.7472        0.7196        0.7385        1.136         1.136     
USES_tot             1             0.5769        0.7002        0.7002        0.6876        0.6969        1.047         1.047     
USFI_tot             1             0.5769        0.7293        0.7293        0.7017        0.7079        1.051         1.051     
USFR_tot             1             0.5769        0.7107        0.7107        0.6848        0.6911        1.019         1.019     
USGR_tot             1             0.5769        0.6628        0.6628        0.6498        0.6521        0.9116        0.9116    
USIT_tot             1             0.5769        0.7187        0.7187        0.7062        0.7207        1.137         1.137     
USNL_tot             1             0.5769        0.6946        0.6946        0.6675        0.6722        0.8886        0.8886    
USPT_tot             1             0.5769        0.6859        0.6859        0.6749        0.6834        1.026         1.026     
USDE_tot             1             0.5769        0.7181        0.7181        0.699         0.7157        1.083         1.083     
USRU_tot             1             0.577         0.7213        0.7213        0.6974        0.7045        1.021         1.021     
USRW_tot             1             0.6489        0.7457        0.7457        0.7377        0.7286        0.908         0.908     
USRA_weight          0.07692       0.07765       0.07723       0.07723       0.07506       0.07506       0.02299       0.02299   
USAT_weight          0.07692       0.07765       0.07214       0.07214       0.07274       0.07203       0.004472      0.004472  
USBE_weight          0.07692       0.07765       0.07149       0.07149       0.0728        0.07123       0.008631      0.008631  
USES_weight          0.07692       0.07765       0.07882       0.07882       0.07793       0.07771       0.01104       0.01104   
USFI_weight          0.07692       0.07765       0.07422       0.07422       0.07569       0.076         0.00294       0.00294   
USFR_weight          0.07692       0.07765       0.0772        0.0772        0.07856       0.07884       0.02773       0.02773   
USGR_weight          0.07692       0.07765       0.08581       0.08581       0.08504       0.08607       0.003165      0.003165  
USIT_weight          0.07692       0.07765       0.07581       0.07581       0.07488       0.07388       0.02168       0.02168   
USNL_weight          0.07692       0.07765       0.07999       0.07999       0.08172       0.08227       0.01302       0.01302   
USPT_weight          0.07692       0.07765       0.08135       0.08135       0.08019       0.08007       0.002012      0.002012  
USDE_weight          0.07692       0.07765       0.07588       0.07588       0.07603       0.07465       0.04897       0.04897   
USRU_weight          0.07692       0.07765       0.07579       0.07579       0.07672       0.07687       0.02068       0.02068   
USRW_weight          0.07692       0.0682        0.07428       0.07428       0.07264       0.07532       0.8127        0.8127    
USRA_weightex        0.07692       0.07741       0.07689       0.07689       0.07471       0.0747        0.02117       0.02117   
USAT_weightex        0.07692       0.07741       0.07181       0.07181       0.07242       0.0717        0.004281      0.004281  
USBE_weightex        0.07692       0.07741       0.07122       0.07122       0.07254       0.07095       0.00813       0.00813   
USES_weightex        0.07692       0.07741       0.07853       0.07853       0.07764       0.07741       0.0131        0.0131    
USFI_weightex        0.07692       0.07741       0.07403       0.07403       0.07551       0.07581       0.003308      0.003308  
USFR_weightex        0.07692       0.07741       0.07704       0.07704       0.07842       0.07869       0.03073       0.03073   
USGR_weightex        0.07692       0.07741       0.08572       0.08572       0.08495       0.08598       0.002679      0.002679  
USIT_weightex        0.07692       0.07741       0.07554       0.07554       0.07461       0.0736        0.01747       0.01747   
USNL_weightex        0.07692       0.07741       0.07992       0.07992       0.08167       0.08222       0.0172        0.0172    
USPT_weightex        0.07692       0.07741       0.08111       0.08111       0.07995       0.07982       0.001743      0.001743  
USDE_weightex        0.07692       0.07741       0.07559       0.07559       0.07574       0.07435       0.04471       0.04471   
USRU_weightex        0.07692       0.07741       0.07593       0.07593       0.07687       0.07702       0.02071       0.02071   
USRW_weightex        0.07692       0.0711        0.07667       0.07667       0.07497       0.07775       0.8148        0.8148    
USRA_weightim        0.07692       0.07789       0.07756       0.07756       0.07539       0.0754        0.02435       0.02435   
USAT_weightim        0.07692       0.07789       0.07245       0.07245       0.07305       0.07235       0.004614      0.004614  
USBE_weightim        0.07692       0.07789       0.07175       0.07175       0.07305       0.07149       0.009006      0.009006  
USES_weightim        0.07692       0.07789       0.0791        0.0791        0.07821       0.078         0.0095        0.0095    
USFI_weightim        0.07692       0.07789       0.07441       0.07441       0.07586       0.07617       0.002665      0.002665  
USFR_weightim        0.07692       0.07789       0.07735       0.07735       0.0787        0.07898       0.02549       0.02549   
USGR_weightim        0.07692       0.07789       0.08589       0.08589       0.08513       0.08616       0.003528      0.003528  
USIT_weightim        0.07692       0.07789       0.07607       0.07607       0.07515       0.07416       0.02481       0.02481   
USNL_weightim        0.07692       0.07789       0.08006       0.08006       0.08177       0.08232       0.009903      0.009903  
USPT_weightim        0.07692       0.07789       0.08158       0.08158       0.08043       0.08032       0.002212      0.002212  
USDE_weightim        0.07692       0.07789       0.07616       0.07616       0.0763        0.07495       0.05216       0.05216   
USRU_weightim        0.07692       0.07789       0.07566       0.07566       0.07657       0.07673       0.02065       0.02065   
USRW_weightim        0.07692       0.0653        0.07196       0.07196       0.07039       0.07296       0.8111        0.8111    
US_b                 0             0             16.86         16.86         14.7          17.28         15.09         15.09     
US_bf                0             0             2.14          2.141         1.994         2.21          11.36         11.36     
US_bfy               0             0             0.421         0.421         0.4498        0.4242        2.496         2.496     
US_by                0             0             3.333         3.333         3.333         3.333         3.333         3.333     
US_c                 0.3237        4.015         3.26          3.26          2.843         3.34          3.033         3.033     
US_ci                0.4293        4.776         3.721         3.721         3.216         3.778         3.435         3.435     
US_cj                0.00706       1.734         1.875         1.875         1.724         2.027         1.829         1.829     
US_cy                0.9914        0.8038        0.6443        0.6443        0.6446        0.6443        0.6699        0.6699    
US_d                 0.2969        0.4569        1.322         1.322         1.152         1.354         1.183         1.183     
US_dn                0.1484        0.4569        0.403         0.403         0.352         0.4133        0.321         0.321     
US_dt                0.1484        0             0.9189        0.919         0.7995        0.9408        0.8617        0.8617    
US_epsilonm          -1.114        -0.8852       -0.867        -0.75         -0.75         -0.75         -0.75         -0.75     
US_etot              1             0.5816        0.7128        0.7128        0.6948        0.7027        0.9295        0.9295    
US_ex                0.08164       0.5861        0.8534        0.8534        0.7563        0.8832        0.4225        0.4225    
US_fh                0.008237      4.723         5.279         5.279         4.544         5.371         6.662         6.662     
US_fi                4.028e-06     2.535e+04     2850          2851          2032          7.018e+04     2.055e+04     2.055e+04 
US_fj                1.492e-07     938.9         105.6         105.6         75.26         2599          761.2         761.2     
US_fn                0.01647       8.971         7.974         7.974         6.966         8.178         6.353         6.353     
US_cg                0.0003265     0.006371      0.8922        0.8922        0.7861        0.9196        0.6952        0.6952    
US_gammai            0             0             0             0             0             0             0             0         
US_gammaider         0             0             0             0             0             0             0             0         
US_gammau            0             0             0             0             0             0             0             0         
US_gammauder         0.0351        0.0351        0.03282       0.03282       0.03282       0.03282       0.03282       0.03282   
US_gammav            3.289e-05     0.0003306     0.0003972     0.0003293     0.0002872     0.0003374     0.0003064     0.0003064 
US_gammavi           0.0001016     8.234e-05     0.0001218     0.000101      0.000101      0.000101      0.000101      0.000101  
US_gammavider        0.001818      0.001929      0.002328      0.002165      0.002165      0.002165      0.002165      0.002165  
US_gammavj           0.0001016     8.234e-05     0.0001218     0.000101      0.000101      0.000101      0.000101      0.000101  
US_gammavjder        0.001818      0.001929      0.002328      0.002165      0.002165      0.002165      0.002165      0.002165  
US_gh                0.09061       5.667         6.335         6.335         5.453         6.446         7.994         7.994     
US_gi                0.03956       50.43         21.49         21.49         10.32         28.35         13.03         13.03     
US_gj                0.8018        46.31         14.22         14.22         12.61         34.87         23.52         23.52     
US_gn                0.1812        11.46         10.19         10.19         8.901         10.45         8.117         8.117     
US_cgy               0.001         0.001         0.1508        0.1508        0.1508        0.1508        0.1508        0.1508    
US_ht                0.08164       1.463         1.651         1.651         1.418         1.678         2.099         2.099     
US_htc               0.08094       0.9506        0.8636        0.8637        0.7437        0.8789        1.008         1.008     
US_hti               0.0005286     0.5098        0.4972        0.4972        0.4286        0.5063        0.4269        0.4269    
US_htcg              8.164e-05     0.001181      0.2279        0.2279        0.1932        0.23          0.5205        0.5205    
US_htig              8.164e-05     0.001181      0.06226       0.06226       0.05278       0.06283       0.1431        0.1431    
US_i                 0.002114      1.042         0.8981        0.8982        0.7851        0.9217        0.7831        0.7831    
US_ig                0.0003265     0.006371      0.2438        0.2438        0.2148        0.2512        0.1898        0.1898    
US_ii                0.002819      1.389         1.197         1.198         1.047         1.229         1.044         1.044     
US_im                0.08164       1.007         1.234         1.234         1.124         1.295         0.606         0.606     
US_imc               0.08094       0.6498        0.3546        0.3546        0.3256        0.3738        0.3895        0.3895    
US_imcy              0.2479        0.0755        0.04903       0.04903       0.05043       0.04978       0.07812       0.07812   
US_imi               0.0005286     0.3485        0.2041        0.2042        0.1876        0.2154        0.167         0.167     
US_imiy              0.001619      0.04049       0.02822       0.02822       0.02906       0.02868       0.03356       0.03356   
US_imcg              8.164e-05     0.004574      0.5302        0.5303        0.4793        0.5543        0.03969       0.03969   
US_imcgy             0.00025       0.0005314     0.07331       0.07331       0.07423       0.07382       0.007932      0.007932  
US_imig              8.164e-05     0.004574      0.1449        0.1449        0.131         0.1514        0.009805      0.009805  
US_imigy             0.00025       0.0005314     0.02003       0.02003       0.02028       0.02017       0.00197       0.00197   
US_imy               0.25          0.117         0.1706        0.1706        0.174         0.1724        0.1216        0.1216    
US_exy               0.25          0.117         0.1654        0.1654        0.1685        0.1672        0.09083       0.09083   
US_internalrer       1             1.194         1.134         1.134         1.141         1.138         1.084         1.084     
US_iy                0.006475      0.1941        0.1688        0.1688        0.1689        0.1688        0.1688        0.1688    
US_igy               0.001         0.001         0.0412        0.0412        0.0412        0.0412        0.0412        0.0412    
US_k                 0.08457       41.66         35.92         35.93         31.41         36.87         31.32         31.32     
US_kd                0.08457       41.66         35.92         35.93         31.41         36.87         31.32         31.32     
US_kdn               0.04229       22.9          21.15         21.16         18.52         21.72         16.41         16.41     
US_kdt               0.04229       18.76         14.77         14.77         12.88         15.14         14.91         14.91     
US_ki                0.1128        55.55         47.9          47.9          41.87         49.16         41.76         41.76     
US_lambdai           2.319         0.6948        0.836         0.8361        0.4493        0.3791        0.2624        0.2624    
US_lambdaj           141           1.914         1.659         1.659         1.648         1.399         1.421         1.421     
